Código falta,Descripción falta,Tipo formato,Nivel de gravedad,Año infracción,Año pago,Mes pago,Cant. multas con pagos,Monto emitido,Descuento,Importe pagado,Reincidencia pagada,Monto total pagado
E1,"Conducir un VMP sin contar con sistema de frenos, láminas de material r e t r o r r e fl e c t a n t e , alumbrado de forma tal que permita su visibilidad, prenda con material retrorreflectante y casco, de acuerdo a lo previsto en el artículo 106-Q del presente Reglamento.",Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2025,2026,2,1,220.0,147.4,72.6,0.0,72.6
E1,"Conducir un VMP sin contar con sistema de frenos, láminas de material r e t r o r r e fl e c t a n t e , alumbrado de forma tal que permita su visibilidad, prenda con material retrorreflectante y casco, de acuerdo a lo previsto en el artículo 106-Q del presente Reglamento.",Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2026,2026,2,10,2200.0,1826.0,374.0,0.0,374.0
E1,"Conducir un VMP sin contar con sistema de frenos, láminas de material r e t r o r r e fl e c t a n t e , alumbrado de forma tal que permita su visibilidad, prenda con material retrorreflectante y casco, de acuerdo a lo previsto en el artículo 106-Q del presente Reglamento.",Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2026,2026,3,89,19098.75,15464.77,3633.9800000000005,0.0,3633.9800000000005
E2,"Conducir un VMP de forma temeraria, de acuerdo a lo previsto en el artículo 106-P del presente Reglamento.",Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2026,2026,3,1,220.0,182.6,37.4,0.0,37.4
E20,"Estacionar en cualquier lugar que afecte la seguridad, visibilidad o fluidez del tránsito o impida observar la señalización.",Papeleta de Tránsito,G,2007,2026,1,1,110.0,0.0,110.0,0.0,110.0
E20,"Estacionar en cualquier lugar que afecte la seguridad, visibilidad o fluidez del tránsito o impida observar la señalización.",Papeleta de Tránsito,G,2008,2026,1,1,110.0,0.0,110.0,0.0,110.0
E20,"Estacionar en cualquier lugar que afecte la seguridad, visibilidad o fluidez del tránsito o impida observar la señalización.",Papeleta de Tránsito,G,2009,2026,2,1,110.0,0.0,110.0,0.0,110.0
E22,Recoger o dejar pasajeros fuera de los paraderos de ruta.,Papeleta de Tránsito,G,2005,2026,2,1,110.0,0.0,110.0,0.0,110.0
E3,Circular en la acera,Papeleta inf. y educativa peatonal-cicli./cond.VMP,L,2024,2026,1,1,110.0,73.7,36.3,0.0,36.3
E34,"Abrir o dejar abierta la puerta de un vehículo estacionado, dificultando la circulación vehicular.",Papeleta de Tránsito,L,2003,2026,2,1,54.5,0.0,54.5,0.0,54.5
E34,"Abrir o dejar abierta la puerta de un vehículo estacionado, dificultando la circulación vehicular.",Papeleta de Tránsito,L,2004,2026,2,3,163.5,0.0,163.5,0.0,163.5
E34,"Abrir o dejar abierta la puerta de un vehículo estacionado, dificultando la circulación vehicular.",Papeleta de Tránsito,L,2006,2026,3,1,55.0,0.0,55.0,0.0,55.0
E34,"Abrir o dejar abierta la puerta de un vehículo estacionado, dificultando la circulación vehicular.",Papeleta de Tránsito,L,2008,2026,1,1,55.0,0.0,55.0,0.0,55.0
E34,"Abrir o dejar abierta la puerta de un vehículo estacionado, dificultando la circulación vehicular.",Papeleta de Tránsito,L,2009,2026,2,1,55.0,0.0,55.0,0.0,55.0
E36,Dejar mal estacionado el vehículo en lugares permitidos.,Papeleta de Tránsito,L,2004,2026,1,1,54.5,0.0,54.5,0.0,54.5
E36,Dejar mal estacionado el vehículo en lugares permitidos.,Papeleta de Tránsito,L,2004,2026,2,1,54.5,0.0,54.5,0.0,54.5
E36,Dejar mal estacionado el vehículo en lugares permitidos.,Papeleta de Tránsito,L,2006,2026,1,1,55.0,0.0,55.0,0.0,55.0
E36,Dejar mal estacionado el vehículo en lugares permitidos.,Papeleta de Tránsito,L,2006,2026,3,1,55.0,0.0,55.0,0.0,55.0
E36,Dejar mal estacionado el vehículo en lugares permitidos.,Papeleta de Tránsito,L,2007,2026,1,1,55.0,0.0,55.0,0.0,55.0
F01,Conducir un vehículo automotor sin haber obtenido licencia de conducir,Papeleta de Tránsito,M,2004,2026,1,1,220.0,0.0,220.0,0.0,220.0
F01,Conducir un vehículo automotor sin haber obtenido licencia de conducir,Papeleta de Tránsito,M,2004,2026,3,1,218.0,0.0,218.0,0.0,218.0
F01,Conducir un vehículo automotor sin haber obtenido licencia de conducir,Papeleta de Tránsito,M,2005,2026,3,3,660.0,0.0,660.0,0.0,660.0
F01,Conducir un vehículo automotor sin haber obtenido licencia de conducir,Papeleta de Tránsito,M,2006,2026,3,1,220.0,0.0,220.0,0.0,220.0
F01,Conducir un vehículo automotor sin haber obtenido licencia de conducir,Papeleta de Tránsito,M,2007,2026,2,1,220.0,0.0,220.0,0.0,220.0
F01,Conducir un vehículo automotor sin haber obtenido licencia de conducir,Papeleta de Tránsito,M,2008,2026,2,2,440.0,0.0,440.0,0.0,440.0
F01,Conducir un vehículo automotor sin haber obtenido licencia de conducir,Papeleta de Tránsito,M,2008,2026,3,2,440.0,0.0,440.0,0.0,440.0
F05,"No presentar la tarjeta de identificación vehicular, la licencia de conducir o el documento de identidad.",Papeleta de Tránsito,G,2003,2026,1,1,109.0,0.0,109.0,0.0,109.0
F05,"No presentar la tarjeta de identificación vehicular, la licencia de conducir o el documento de identidad.",Papeleta de Tránsito,G,2004,2026,3,1,110.0,0.0,110.0,0.0,110.0
F05,"No presentar la tarjeta de identificación vehicular, la licencia de conducir o el documento de identidad.",Papeleta de Tránsito,G,2005,2026,2,1,110.0,0.0,110.0,0.0,110.0
F05,"No presentar la tarjeta de identificación vehicular, la licencia de conducir o el documento de identidad.",Papeleta de Tránsito,G,2008,2026,1,1,110.0,0.0,110.0,0.0,110.0
F05,"No presentar la tarjeta de identificación vehicular, la licencia de conducir o el documento de identidad.",Papeleta de Tránsito,G,2008,2026,2,1,110.0,0.0,110.0,0.0,110.0
F05,"No presentar la tarjeta de identificación vehicular, la licencia de conducir o el documento de identidad.",Papeleta de Tránsito,G,2008,2026,3,1,110.0,0.0,110.0,0.0,110.0
F05,"No presentar la tarjeta de identificación vehicular, la licencia de conducir o el documento de identidad.",Papeleta de Tránsito,G,2009,2026,2,3,330.0,0.0,330.0,0.0,330.0
F07,Circular sin placas de rodaje o sin el permiso correspondiente.,Papeleta de Tránsito,M,2003,2026,3,1,218.0,0.0,218.0,0.0,218.0
F07,Circular sin placas de rodaje o sin el permiso correspondiente.,Papeleta de Tránsito,M,2005,2026,3,1,220.0,0.0,220.0,0.0,220.0
F08,Circular un vehículo automotor menor sin placa de rodaje o sin el permiso correspondiente.,Papeleta de Tránsito,M,2005,2026,3,1,220.0,0.0,220.0,0.0,220.0
F12,"Circular vehículos destinados a los servicios públicos de transporte de pasajeros y de carga, sin pintar el número de placa de rodaje en la parte posterior y laterales.",Papeleta de Tránsito,G,2004,2026,2,1,109.0,0.0,109.0,0.0,109.0
F16,Conducir un vehículo sin contar con la póliza de seguro obligatorio por accidentes de tránsito o ésta no se encuentre en vigencia.,Papeleta de Tránsito,M,2007,2026,2,1,220.0,0.0,220.0,0.0,220.0
F17,Conducir un vehículo sin portar el certificado de la póliza de seguro obligatorio De Accidentes o que este no corresponda al uso del vehículo o que se encuentre vencido el plazo del mismo consignado para el control policial,Papeleta de Tránsito,L,2004,2026,1,1,55.0,0.0,55.0,0.0,55.0
F17,Conducir un vehículo sin portar el certificado de la póliza de seguro obligatorio De Accidentes o que este no corresponda al uso del vehículo o que se encuentre vencido el plazo del mismo consignado para el control policial,Papeleta de Tránsito,L,2004,2026,3,1,54.5,0.0,54.5,0.0,54.5
F17,Conducir un vehículo sin portar el certificado de la póliza de seguro obligatorio De Accidentes o que este no corresponda al uso del vehículo o que se encuentre vencido el plazo del mismo consignado para el control policial.,Papeleta de Tránsito,L,2004,2026,2,3,165.0,0.0,165.0,0.0,165.0
F17,Conducir un vehículo sin portar el certificado de la póliza de seguro obligatorio De Accidentes o que este no corresponda al uso del vehículo o que se encuentre vencido el plazo del mismo consignado para el control policial.,Papeleta de Tránsito,L,2006,2026,3,1,55.0,0.0,55.0,0.0,55.0
F17,Conducir un vehículo sin portar el certificado de la póliza de seguro obligatorio De Accidentes o que este no corresponda al uso del vehículo o que se encuentre vencido el plazo del mismo consignado para el control policial.,Papeleta de Tránsito,L,2008,2026,2,2,165.0,0.0,110.0,55.0,165.0
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2023,2026,1,1,440.0,0.0,440.0,0.0,440.0
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2023,2026,3,1,440.0,0.0,440.0,0.0,440.0
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2024,2026,1,2,380.6,0.0,380.6,0.0,380.6
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2024,2026,2,1,440.0,0.0,440.0,0.0,440.0
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2024,2026,3,1,440.0,365.2,74.8,0.0,74.8
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2025,2026,1,6,2357.84,660.0,1697.84,0.0,1697.84
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2025,2026,2,3,666.0,0.0,666.0,0.0,666.0
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2025,2026,3,5,1730.0,0.0,1730.0,0.0,1730.0
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2026,2026,1,15,6380.0,5225.0,1155.0,0.0,1155.0
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2026,2026,2,16,6820.0,5132.599999999999,1687.3999999999999,0.0,1687.3999999999999
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta de Tránsito,G,2026,2026,3,8,3520.0,2499.2000000000003,1020.8,0.0,1020.8
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta Electrónica,G,2025,2026,2,1,440.0,365.2,74.8,0.0,74.8
G01,Adelantar o sobrepasar en forma indebida a otro vehículo,Papeleta Electrónica,G,2026,2026,3,6,2640.0,2191.2,448.8,0.0,448.8
G01,Adelantar o sobrepasar en forma indebida a otro vehículo.,Papeleta de Tránsito,G,2020,2026,3,1,440.0,365.2,74.8,0.0,74.8
G01,Adelantar o sobrepasar en forma indebida a otro vehículo.,Papeleta Electrónica,G,2020,2026,1,1,20.0,0.0,20.0,0.0,20.0
G02,Circular produciendo contaminación en un índice superior a los límites máximos permisibles.,Papeleta de Tránsito,M,2006,2026,2,1,440.0,365.2,74.8,0.0,74.8
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2022,2026,1,2,880.0,365.2,514.8,0.0,514.8
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2022,2026,2,7,3080.0,1460.8,1619.1999999999998,0.0,1619.1999999999998
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2022,2026,3,1,440.0,365.2,74.8,0.0,74.8
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2023,2026,1,8,2819.25,365.2,2454.05,0.0,2454.05
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2023,2026,2,8,2823.0,365.2,2457.8,0.0,2457.8
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2023,2026,3,9,3529.96,730.4,2799.5600000000004,0.0,2799.5600000000004
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2024,2026,1,94,34585.56,3946.7999999999993,29541.48,1097.28,30638.76
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2024,2026,2,82,29380.629999999997,4382.4,24998.229999999996,0.0,24998.229999999996
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2024,2026,3,64,22540.789999999994,2921.5999999999995,19179.19,440.0,19619.19
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2025,2026,1,566,226965.04000000004,89375.00000000001,132385.48999999996,5204.549999999999,137590.04
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2025,2026,2,409,150154.15999999997,31240.759999999995,115235.50999999997,3677.89,118913.39999999998
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2025,2026,3,309,112195.08,5882.800000000002,102572.56999999999,3739.71,106312.27999999997
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2026,2026,1,542,243650.0,197442.30000000002,45094.5,1113.1999999999998,46207.7
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2026,2026,2,825,368666.1,290233.8999999999,77103.4,1328.8,78432.19999999997
G02,"No hacer señales ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo",Papeleta de Tránsito,G,2026,2026,3,1196,539294.8,420893.0,115304.20000000001,3097.5999999999995,118401.8
G02,"No hacer señales, ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo.",Papeleta de Tránsito,G,2011,2026,3,1,880.0,589.6,145.2,145.2,290.4
G02,"No hacer señales, ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo.",Papeleta de Tránsito,G,2013,2026,2,1,440.0,294.8,145.2,0.0,145.2
G02,"No hacer señales, ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo.",Papeleta de Tránsito,G,2016,2026,1,1,338.4,0.0,338.4,0.0,338.4
G02,"No hacer señales, ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo.",Papeleta de Tránsito,G,2018,2026,1,1,440.0,365.2,74.8,0.0,74.8
G02,"No hacer señales, ni tomar las precauciones para girar, voltear en U, pasar de un carril de la calzada a otro o detener el vehículo.",Papeleta de Tránsito,G,2021,2026,1,1,440.0,365.2,74.8,0.0,74.8
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2022,2026,2,1,440.0,0.0,440.0,0.0,440.0
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2023,2026,1,1,440.0,0.0,440.0,0.0,440.0
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2023,2026,3,1,440.0,0.0,440.0,0.0,440.0
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2024,2026,1,1,440.0,0.0,440.0,0.0,440.0
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2024,2026,3,1,440.0,0.0,440.0,0.0,440.0
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2025,2026,1,2,880.0,730.4,149.6,0.0,149.6
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2025,2026,2,3,1320.0,294.8,1025.2,0.0,1025.2
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2025,2026,3,3,1320.0,294.8,1025.2,0.0,1025.2
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2026,2026,1,3,1320.0,1095.6,224.4,0.0,224.4
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2026,2026,2,6,2640.0,2191.2,448.8,0.0,448.8
G03,Detener el vehículo bruscamente sin motivo.,Papeleta de Tránsito,G,2026,2026,3,6,2640.0,2050.4,589.6,0.0,589.6
G04,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del peatón.,Papeleta de Tránsito,G,2010,2026,2,1,440.0,0.0,440.0,0.0,440.0
G04,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del peatón.,Papeleta de Tránsito,G,2018,2026,2,1,440.0,365.2,74.8,0.0,74.8
G04,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del peatón.,Papeleta de Tránsito,G,2018,2026,3,1,440.0,365.2,74.8,0.0,74.8
G04,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del peatón.,Papeleta de Tránsito,G,2019,2026,2,1,440.0,365.2,74.8,0.0,74.8
G04,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del peatón.,Papeleta de Tránsito,G,2020,2026,1,1,880.0,0.0,440.0,440.0,880.0
G04,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del peatón.,Papeleta Electrónica,G,2012,2026,1,1,440.0,365.2,74.8,0.0,74.8
G04,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del peatón.,Papeleta Electrónica,G,2013,2026,2,1,440.0,365.2,74.8,0.0,74.8
G04,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del peatón.,Papeleta Electrónica,G,2013,2026,3,1,440.0,294.8,145.2,0.0,145.2
G04,No detenerse antes de la línea de parada o antes de las áreas de intersección de calzadas o no respetar el derecho de paso del peatón.,Papeleta Electrónica,G,2016,2026,2,1,440.0,0.0,440.0,0.0,440.0
